Model,Const,Mem,Prop,Param Region,BigStep Horizon,Time-Travelling,#States (after),Time (Total),Time (MC),% Known,# Regions
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,0,false,	196,256.77,253.855,99.0234,2
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,1,false,	128,192.65,188.684,99.0234,2
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,2,false,	96,ERR,ERR,ERR,ERR
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,3,false,	32,ERR,ERR,ERR,ERR
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,4,false,	38,ERR,ERR,ERR,ERR
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,0,true,	196,257.42,254.531,99.0234,2
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,1,true,	148,116.98,114.802,99.0234,2
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,2,true,	128,ERR,ERR,ERR,ERR
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,3,true,	62,ERR,ERR,ERR,ERR
herman5_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,4,true,	65,ERR,ERR,ERR,ERR
herman9_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,0,false,	8008,42.78,5.914,100.0,
herman9_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,1,false,	4800,126.27,2.465,100.0,
herman9_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,2,false,	3618,235.47,10.526,100.0,
herman9_pla,N/A,N/A,3_reward_max_stable,?,3,false,	86078,TO,TO,TO,TO
herman9_pla,N/A,N/A,3_reward_max_stable,?,4,false,	86078,TO,TO,TO,TO
herman9_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,0,true,	8008,38.96,4.515,100.0,
herman9_pla,N/A,N/A,3_reward_max_stable,1/100000000<=p<=99999999/100000000,1,true,	5972,272.38,1.638,100.0,
herman9_pla,N/A,N/A,3_reward_max_stable,?,2,true,	86078,TO,TO,TO,TO
herman9_pla,N/A,N/A,3_reward_max_stable,?,3,true,	86078,TO,TO,TO,TO
herman9_pla,N/A,N/A,3_reward_max_stable,?,4,true,	86078,TO,TO,TO,TO
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",0,false,	80,4.11,2.264,99.0005,103
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",1,false,	43,4.78,2.728,99.0005,103
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",2,false,	43,11.1,9.009,99.0005,105
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",3,false,	43,12.39,10.384,99.0005,105
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",4,false,	43,12.37,10.267,99.0005,105
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",0,true,	80,4.07,2.207,99.0005,103
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",1,true,	71,4.25,2.203,99.0051,91
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",2,true,	67,18.89,16.522,99.0005,103
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",3,true,	64,17.49,15.019,99.0005,103
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",4,true,	64,18.27,15.927,99.0005,103
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",0,false,	20,3.24,0.495,99.0051,71
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",1,false,	13,3.27,0.536,99.0051,71
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",2,false,	13,6.29,3.563,99.0051,71
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",3,false,	13,6.29,3.251,99.0051,71
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",4,false,	13,5.93,2.923,99.0051,71
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",0,true,	20,3.27,0.529,99.0051,71
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",1,true,	13,3.33,0.504,99.0051,71
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",2,true,	13,5.82,3.071,99.0051,71
crowds,CrowdSize=20 TotalRuns=2 ,N/A,0.25_probability_max_observe0Greater1,"1/100000000<=pL<=99999999/100000000,1/100000000<=pK<=99999999/100000000",3,true,	13,5.94,3.031,99.0051,71
