Model,Const,Mem,Prop,Param Region,Epsilon,RobustPLA,BigStep,SplitStrat,Estimate,#States (after),Time (MC),% Known,# Regions
4x4grid-avoid,N/A,1,0.0007238752488990001_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,true,true,estimate,minmaxdelta,	47,ERR,ERR,ERR
4x4grid-avoid,N/A,1,0.0007238752488990001_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,false,false,estimate,delta,	45,0.103,100.0,126
4x4grid-avoid,N/A,1,0.0007238752488990001_probability_max_notbad U goal,"1/100<=p1_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100",0.01,false,false,roundrobin,delta,	45,1.103,100.0,374
4x4grid,N/A,1,5.1021467541_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.01,false,false,roundrobin,delta,	47,0.013,100.0,50
4x4grid,N/A,1,5.1021467541_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.01,false,false,estimate,delta,	47,0.015,100.0,18
4x4grid,N/A,1,5.1021467541_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100",0.01,true,true,estimate,minmaxdelta,	49,ERR,ERR,ERR
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.000979976015073_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,false,false,roundrobin,delta,	80,0.002,100.0,1
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.000979976015073_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,true,estimate,minmaxdelta,	27,0.001,100.0,1
crowds,CrowdSize=2 TotalRuns=5 ,N/A,0.000979976015073_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,false,false,estimate,delta,	80,0.001,100.0,1
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.0009741932049959999_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,false,false,estimate,delta,	80,0.001,100.0,1
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.0009741932049959999_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,true,estimate,minmaxdelta,	27,0.001,100.0,1
crowds,CrowdSize=5 TotalRuns=5 ,N/A,0.0009741932049959999_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,false,false,roundrobin,delta,	80,0.001,100.0,1
crowds,CrowdSize=10 TotalRuns=3 ,N/A,0.00029560819721399995_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,false,false,estimate,delta,	40,0.001,100.0,1
crowds,CrowdSize=10 TotalRuns=3 ,N/A,0.00029560819721399995_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,true,estimate,minmaxdelta,	15,0.003,100.0,4
crowds,CrowdSize=10 TotalRuns=3 ,N/A,0.00029560819721399995_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,false,false,roundrobin,delta,	40,0.001,100.0,1
crowds,CrowdSize=20 TotalRuns=2 ,N/A,9.909901395899999e-05_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,true,true,estimate,minmaxdelta,	10,0.0,100.0,1
crowds,CrowdSize=20 TotalRuns=2 ,N/A,9.909901395899999e-05_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,false,false,estimate,delta,	20,0.0,100.0,1
crowds,CrowdSize=20 TotalRuns=2 ,N/A,9.909901395899999e-05_probability_max_observe0Greater1,"1/100<=pL<=99/100,1/100<=pK<=99/100",0.01,false,false,roundrobin,delta,	20,0.0,100.0,1
herman5_pla,N/A,N/A,1.91399832558_reward_max_stable,1/100<=p<=99/100,0.01,false,false,estimate,delta,	196,0.092,100.0,52
herman5_pla,N/A,N/A,1.91399832558_reward_max_stable,1/100<=p<=99/100,0.01,false,false,roundrobin,delta,	196,0.032,100.0,52
herman5_pla,N/A,N/A,1.91399832558_reward_max_stable,1/100<=p<=99/100,0.01,true,true,estimate,minmaxdelta,	59,0.09,100.0,1
herman7_pla,N/A,N/A,4.44839165991_reward_max_stable,1/100<=p<=99/100,0.01,false,false,estimate,delta,	1422,1.404,100.0,100
herman7_pla,N/A,N/A,4.44839165991_reward_max_stable,1/100<=p<=99/100,0.01,false,false,roundrobin,delta,	1422,0.493,100.0,100
herman7_pla,N/A,N/A,4.44839165991_reward_max_stable,1/100<=p<=99/100,0.01,true,true,estimate,minmaxdelta,	440,0.579,100.0,30
herman9_pla,N/A,N/A,7.84182736062_reward_max_stable,1/100<=p<=99/100,0.01,false,false,estimate,delta,	8008,14.308,100.0,186
herman9_pla,N/A,N/A,7.84182736062_reward_max_stable,1/100<=p<=99/100,0.01,false,false,roundrobin,delta,	8008,5.256,100.0,186
herman9_pla,N/A,N/A,7.84182736062_reward_max_stable,1/100<=p<=99/100,0.01,true,true,estimate,minmaxdelta,	2566,32.284,100.0,81
maze2,N/A,1,14.4310806189_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p2_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p8_0<=99/100,1/100<=p9_0<=99/100,1/100<=p10_0<=99/100,1/100<=p12_0<=99/100,1/100<=p13_0<=99/100,1/100<=p14_0<=99/100,1/100<=p15_0<=99/100,1/100<=p17_0<=99/100,1/100<=p19_0<=99/100",0.01,false,false,roundrobin,delta,	41,ERR,ERR,ERR
maze2,N/A,1,14.4310806189_reward_max_goal,"1/100<=p1_0<=99/100,1/100<=p2_0<=99/100,1/100<=p3_0<=99/100,1/100<=p4_0<=99/100,1/100<=p5_0<=99/100,1/100<=p6_0<=99/100,1/100<=p8_0<=99/100,1/100<=p9_0<=99/100,1/100<=p10_0<=99/100,1/100<=p12_0<=99/100,1/100<=p13_0<=99/100,1/100<=p14_0<=99/100,1/100<=p15_0<=99/100,1/100<=p17_0<=99/100,1/100<=p19_0<=99/100",0.01,true,true,estimate,minmaxdelta,	51,4.942,100.0,1275
